Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general,Unnamed: 13
SANTIAGO DEL ESTERO,General Taboada,Añatuya,86077010,137,750,0,1.250,200,4,0,365,2.706,0.0
SANTIAGO DEL ESTERO,General Taboada,Estación Tacañitas,86077030,0,0,0,2,0,1,0,3,6,0.0
SANTIAGO DEL ESTERO,General Taboada,Los Juríes,86077050,0,153,0,4,0,1,0,0,158,0.0
SANTIAGO DEL ESTERO,Jiménez,El Charco,86091020,0,0,0,3,30,0,0,0,33,0.0
SANTIAGO DEL ESTERO,Jiménez,Gramilla,86091040,0,0,0,1,48,0,0,0,49,0.0
SANTIAGO DEL ESTERO,Jiménez,Pozo Hondo,86091070,0,0,0,3,181,3,0,0,187,0.0
SANTIAGO DEL ESTERO,Juan F. Ibarra,Matará,86098030,0,0,0,3,0,1,0,20,24,0.0
SANTIAGO DEL ESTERO,Moreno,Alhuampa,86119020,1,0,0,1,20,1,0,0,23,0.0
SANTIAGO DEL ESTERO,Moreno,Pueblo Pablo Torelo (Est. Otumpa),86119090,1,0,0,1,50,0,0,0,52,0.0
SANTIAGO DEL ESTERO,Moreno,Tintina,86119120,0,0,0,125,0,3,0,0,128,0.0
SANTIAGO DEL ESTERO,Ojo de Agua,Villa Ojo de Agua,86126030,0,0,0,4,333,0,0,62,399,0.0
SANTIAGO DEL ESTERO,Pellegrini,Nueva Esperanza,86133030,0,0,0,3,134,1,0,10,148,0.0
SANTIAGO DEL ESTERO,Pellegrini,Rapelli,86133050,1,0,0,2,13,0,0,0,16,0.0
SANTIAGO DEL ESTERO,Río Hondo,Los Núñez,86147080,0,0,0,1,7,0,0,0,8,0.0
SANTIAGO DEL ESTERO,Río Hondo,Termas de Río Hondo,86147130,2.551,0,0,3,80,1,0,377,3.012,0.0
SANTIAGO DEL ESTERO,Robles,Fernández,86161030,794,0,0,2,0,1,0,108,905,0.0
SANTIAGO DEL ESTERO,Robles,Ingeniero Forres (Est. Chaguar Punco),86161040,0,0,0,1,0,1,0,96,98,0.0
SANTIAGO DEL ESTERO,Robles,Vilmer,86161050,0,0,0,1,0,1,0,0,2,0.0
SANTIAGO DEL ESTERO,Salavina,Chilca Juliana,86168010,0,0,0,2,0,1,0,1,4,0.0
SANTIAGO DEL ESTERO,Salavina,Los Telares,86168020,0,0,0,2,0,1,0,0,3,0.0
SANTIAGO DEL ESTERO,Silípica,Árraga,86189010,1,0,0,2,0,1,0,83,87,0.0
TIERRA DEL FUEGO,Río Grande,Río Grande,94007010,8.102,19.188,137,397,138,15,0,2,27.979,0.0
TIERRA DEL FUEGO,Ushuaia,Ushuaia,94014020,4.371,20.775,175,4,178,4,0,109,25.616,0.0
TIERRA DEL FUEGO,ANTARTIDA ARGENTINA,Base Belgrano Ii,Sin Datos,0,0,0,1,0,0,0,0,1,0.0
TIERRA DEL FUEGO,ANTARTIDA ARGENTINA,Base San Martin,Sin Datos,0,0,0,1,0,0,0,0,1,0.0
TUCUMAN,Burruyacú,Villa Burruyacú,90007100,0,0,0,12,0,2,0,3,17,0.0
TUCUMAN,Capital,San Miguel de Tucumán (Est. Tucumán),90084010,52.350,17.547,30,127.401,338,15,0,498,198.179,0.0
TUCUMAN,Chicligasta,Concepción,90021050,3.562,71,0,2.553,0,0,0,23,6.209,0.0
TUCUMAN,Cruz Alta,Alderetes,90014010,0,6,0,2.914,5,0,0,0,2.925,0.0
TUCUMAN,Cruz Alta,Banda del Río Salí,90014020,0,66,0,2.646,14,0,0,97,2.823,0.0
TUCUMAN,Cruz Alta,San Andrés,90014130,460,0,0,2,0,0,0,0,462,0.0
TUCUMAN,Famaillá,Famaillá,90028030,1.337,0,0,117,0,1,0,80,1.535,0.0
TUCUMAN,Graneros,Lamadrid,90035020,0,0,0,4,0,1,0,21,26,0.0
TUCUMAN,Leales,Bella Vista,90056010,1.356,0,0,95,4,0,0,55,1.510,0.0
TUCUMAN,Lules,El Manantial,90063020,0,1,0,2.334,1,0,0,29,2.365,0.0
TUCUMAN,Lules,Ingenio San Pablo,90063030,833,0,0,193,0,0,0,187,1.213,0.0
TUCUMAN,Lules,Lules,90063050,2.336,1,0,320,3,0,0,415,3.075,0.0
TUCUMAN,Monteros,Acheral,90070010,15,0,0,145,0,0,0,11,171,0.0
TUCUMAN,Monteros,Monteros,90070030,2.057,0,0,20,0,0,0,226,2.303,0.0
TUCUMAN,Monteros,Río Seco,90070050,14,0,0,6,0,0,0,330,350,0.0
TUCUMAN,Tafí del Valle,Amaicha del Valle,90098010,0,0,0,419,0,1,0,138,558,0.0
TUCUMAN,Tafí Viejo,Tafí Viejo,90105080,5.620,622,0,6.901,11,0,0,6,13.160,0.0
TUCUMAN,Tafí Viejo,Diagonal Norte - Luz y Fuerza - Los Pocitos - Villa Nueva Italia (6),90105060,0,0,0,281,0,0,0,0,281,0.0
TUCUMAN,Tafí Viejo,Villa Mariano Moreno - El Colmenar,90105100,0,1,0,471,0,0,0,0,472,0.0
TUCUMAN,Yerba Buena,Yerba Buena - Marcos Paz,90119030,129,203,0,15.511,33,0,0,0,15.876,0.0
